_index,fecha,Edad,Genero,Grupo étnico,Víctima del conflicto,Tipo de discapacidad,¿Cuenta con SISBEN?,Hora de Apertura del Comercio,Hora Cierre del Comercio,¿Cuántos trabajadores tiene?,¿Cuántos trabajadores extranjeros tiene?,¿Tiene registro ante la DIAN (RUT)?,Hora de recepción de mercancía,Inversión en mercancía,Tipo de producto/servicio,Afiliación a EPS,Medio de transporte,Nivel de escolaridad,seguridad social sin salud,Manejo de basuras,Estado de Registro Cámara,Tipo de contrato
2400,06/28/2021 12:00:00 AM,34.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,05:00:00.000-05:00,18:15:00.000-05:00,0,0.0,False,04:05:00.000-05:00,150000.0,Productos agrícolas,Subsidiado,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2318,06/29/2021 12:00:00 AM,18.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,20:00:00.000-05:00,1,0.0,False,12:00:00.000-05:00,50000.0,Artículos culturales y de entretenimiento,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2319,06/29/2021 12:00:00 AM,52.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,SI,06:00:00.000-05:00,17:00:00.000-05:00,1,0.0,False,12:00:00.000-05:00,60000.0,Solo ofrezco servicios.,No afiliado,Bicicleta,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2320,06/29/2021 12:00:00 AM,46.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,1,0.0,False,15:00:00.000-05:00,1000000.0,Solo ofrezco servicios.,Contributivo,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2323,06/29/2021 12:00:00 AM,53.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,15:00:00.000-05:00,200000.0,Solo ofrezco servicios.,,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2324,06/29/2021 12:00:00 AM,57.0,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,NO,06:30:00.000-05:00,17:00:00.000-05:00,1,0.0,False,15:00:00.000-05:00,50000.0,Solo ofrezco servicios.,,Mototaxi,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2325,06/29/2021 12:00:00 AM,70.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,NO,05:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,20:00:00.000-05:00,300000.0,Productos agrícolas,,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2326,06/29/2021 12:00:00 AM,48.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,NO,07:30:00.000-05:00,16:00:00.000-05:00,0,0.0,False,12:00:00.000-05:00,30000.0,Solo ofrezco servicios.,,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2328,06/29/2021 12:00:00 AM,53.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:30:00.000-05:00,16:30:00.000-05:00,0,0.0,False,14:30:00.000-05:00,50000.0,Solo ofrezco servicios.,Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,Se la lleva un irregular,No tiene registro,NS/NR
2329,06/29/2021 12:00:00 AM,46.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,06:00:00.000-05:00,16:00:00.000-05:00,1,0.0,False,05:00:00.000-05:00,400000.0,Solo ofrezco servicios.,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2330,06/29/2021 12:00:00 AM,39.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,,15:00:00.000-05:00,150000.0,Solo ofrezco servicios.,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2331,06/29/2021 12:00:00 AM,66.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:30:00.000-05:00,19:30:00.000-05:00,0,0.0,False,15:30:00.000-05:00,400000.0,Prendas de vestir y sus accesorios,Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2332,06/29/2021 12:00:00 AM,61.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:30:00.000-05:00,19:00:00.000-05:00,0,0.0,False,15:30:00.000-05:00,200000.0,Prendas de vestir y sus accesorios,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2333,06/29/2021 12:00:00 AM,68.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:30:00.000-05:00,18:30:00.000-05:00,0,0.0,False,15:30:00.000-05:00,400000.0,Prendas de vestir y sus accesorios,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2334,06/29/2021 12:00:00 AM,65.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,02:00:00.000-05:00,11:00:00.000-05:00,0,0.0,False,10:00:00.000-05:00,6400000.0,Productos agrícolas,Subsidiado,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2335,06/29/2021 12:00:00 AM,66.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,10:00:00.000-05:00,200000.0,Prendas de vestir y sus accesorios,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2336,06/29/2021 12:00:00 AM,66.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,11:00:00.000-05:00,500000.0,Prendas de vestir y sus accesorios,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2337,06/29/2021 12:00:00 AM,60.0,Femenino,Indígena,0,Sin discapacidad,SI,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,09:00:00.000-05:00,200000.0,Prendas de vestir y sus accesorios,Subsidiado,Transcaribe,Básica completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2338,06/29/2021 12:00:00 AM,32.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:00:00.000-05:00,18:30:00.000-05:00,0,0.0,False,10:30:00.000-05:00,200000.0,Prendas de vestir y sus accesorios,,Moto propia,Técnico o tecnológico,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2339,06/29/2021 12:00:00 AM,42.0,Masculino,Afrodescendiente o negro,1,Sin discapacidad,SI,07:30:00.000-05:00,18:30:00.000-05:00,0,0.0,False,10:30:00.000-05:00,200000.0,Prendas de vestir y sus accesorios,Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2340,06/29/2021 12:00:00 AM,51.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,50000.0,Solo ofrezco servicios.,Subsidiado,Jeep Colectivo,Básica completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2342,06/29/2021 12:00:00 AM,39.0,Femenino,Indígena,1,Sin discapacidad,SI,05:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,04:30:00.000-05:00,200000.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Primaria completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2343,06/29/2021 12:00:00 AM,50.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,03:00:00.000-05:00,19:00:00.000-05:00,0,0.0,False,04:30:00.000-05:00,500000.0,Carnes,Subsidiado,Taxi Colectivo,NS/NR,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
3480,06/10/2021 12:00:00 AM,31.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NS/NR,07:00:00.000-05:00,20:30:00.000-05:00,0,0.0,,,,Prendas de vestir y sus accesorios,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2344,06/29/2021 12:00:00 AM,44.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,07:00:00.000-05:00,100000.0,Prendas de vestir y sus accesorios,,Bus/Buseta urbana,Básica completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2345,06/29/2021 12:00:00 AM,27.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,08:30:00.000-05:00,350000.0,Prendas de vestir y sus accesorios,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2346,06/29/2021 12:00:00 AM,34.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,60000.0,Prendas de vestir y sus accesorios,Subsidiado,A pie,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2347,06/29/2021 12:00:00 AM,55.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,15:00:00.000-05:00,80000.0,Otros productos nuevos,Contributivo,Bicicleta,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2348,06/29/2021 12:00:00 AM,43.0,Femenino,Ninguno de los anteriores,1,Sin discapacidad,SI,07:00:00.000-05:00,17:00:00.000-05:00,0,0.0,,09:00:00.000-05:00,200000.0,Prendas de vestir y sus accesorios,Subsidiado,Taxi Colectivo,Bachillerato completo,Afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2349,06/29/2021 12:00:00 AM,50.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,10:00:00.000-05:00,100000.0,Prendas de vestir y sus accesorios,,A pie,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2350,06/29/2021 12:00:00 AM,56.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,05:00:00.000-05:00,10:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,20000.0,Prendas de vestir y sus accesorios,,A pie,Básica completa,No afiliado,No produce basura,No tiene registro,NS/NR
2351,06/29/2021 12:00:00 AM,63.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,17:00:00.000-05:00,500000.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2352,06/29/2021 12:00:00 AM,55.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,19:00:00.000-05:00,2,0.0,False,09:10:00.000-05:00,100000.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2353,06/29/2021 12:00:00 AM,36.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,19:00:00.000-05:00,0,0.0,False,07:00:00.000-05:00,200000.0,Prendas de vestir y sus accesorios,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2354,06/29/2021 12:00:00 AM,36.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,09:00:00.000-05:00,300000.0,Solo ofrezco servicios.,Subsidiado,Bus/Buseta urbana,Profesional,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2357,06/29/2021 12:00:00 AM,30.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,09:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,12:00:00.000-05:00,60000.0,Solo ofrezco servicios.,No afiliado,A pie,Básica completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2358,06/29/2021 12:00:00 AM,38.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,19:00:00.000-05:00,0,0.0,False,10:00:00.000-05:00,100000.0,Prendas de vestir y sus accesorios,Subsidiado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2359,06/29/2021 12:00:00 AM,56.0,Masculino,Ninguno de los anteriores,1,Sin discapacidad,NO,04:00:00.000-05:00,16:00:00.000-05:00,0,0.0,False,19:00:00.000-05:00,400000.0,Productos agrícolas,Subsidiado,Mototaxi,Primaria completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2360,06/29/2021 12:00:00 AM,50.0,Femenino,Afrodescendiente o negro,1,Sin discapacidad,SI,09:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,17:00:00.000-05:00,300000.0,Artículos culturales y de entretenimiento,Subsidiado,Mototaxi,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2361,06/29/2021 12:00:00 AM,64.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,04:00:00.000-05:00,16:00:00.000-05:00,0,0.0,False,17:00:00.000-05:00,200000.0,Productos agrícolas,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2363,06/29/2021 12:00:00 AM,33.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:30:00.000-05:00,18:00:00.000-05:00,0,0.0,False,13:00:00.000-05:00,200000.0,"Computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones",Subsidiado,Bicicleta,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2364,06/29/2021 12:00:00 AM,53.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,18:09:00.000-05:00,1,0.0,False,18:00:00.000-05:00,1000000.0,Solo ofrezco servicios.,Subsidiado,A pie,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2365,06/29/2021 12:00:00 AM,36.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:00:00.000-05:00,19:00:00.000-05:00,0,0.0,False,14:55:00.000-05:00,200000.0,Otros productos nuevos,Subsidiado,Bus/Buseta urbana,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2366,06/29/2021 12:00:00 AM,52.0,Femenino,Ninguno de los anteriores,1,Sin discapacidad,SI,05:00:00.000-05:00,05:00:00.000-05:00,0,0.0,False,05:00:00.000-05:00,300000.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2367,06/29/2021 12:00:00 AM,24.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,500000.0,Prendas de vestir y sus accesorios,Subsidiado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2368,06/29/2021 12:00:00 AM,65.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,11:22:00.000-05:00,400000.0,"Electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación",,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2369,06/29/2021 12:00:00 AM,55.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:00:00.000-05:00,18:30:00.000-05:00,0,0.0,False,05:00:00.000-05:00,200000.0,Productos agrícolas,No afiliado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2370,06/29/2021 12:00:00 AM,60.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,09:30:00.000-05:00,17:00:00.000-05:00,0,0.0,False,10:30:00.000-05:00,8000.0,Solo ofrezco servicios.,No afiliado,A pie,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2371,06/29/2021 12:00:00 AM,52.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,09:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,07:38:00.000-05:00,300000.0,Solo ofrezco servicios.,Subsidiado,Transcaribe,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2372,06/29/2021 12:00:00 AM,66.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,06:00:00.000-05:00,1,0.0,False,09:23:00.000-05:00,300000.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Bus/Buseta intermunicipal,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2373,06/29/2021 12:00:00 AM,57.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,08:00:00.000-05:00,16:30:00.000-05:00,0,0.0,False,08:52:00.000-05:00,15000.0,Solo ofrezco servicios.,No afiliado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2374,06/29/2021 12:00:00 AM,40.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,06:23:00.000-05:00,07:23:00.000-05:00,2,0.0,,10:25:00.000-05:00,500.0,Solo ofrezco servicios.,Subsidiado,Moto propia,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2375,06/29/2021 12:00:00 AM,48.0,Femenino,Afrodescendiente o negro,0,Sin discapacidad,SI,07:10:00.000-05:00,07:00:00.000-05:00,2,0.0,,10:11:00.000-05:00,600.0,Solo ofrezco servicios.,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2376,06/29/2021 12:00:00 AM,50.0,Femenino,Afrodescendiente o negro,0,Sin discapacidad,NO,07:36:00.000-05:00,06:00:00.000-05:00,2,0.0,False,03:27:00.000-05:00,100.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La tira en cualquier lugar,No tiene registro,NS/NR
2377,06/29/2021 12:00:00 AM,46.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,06:27:00.000-05:00,06:27:00.000-05:00,1,0.0,False,09:28:00.000-05:00,130.0,Solo ofrezco servicios.,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2378,06/29/2021 12:00:00 AM,68.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,06:19:00.000-05:00,07:19:00.000-05:00,1,0.0,,07:21:00.000-05:00,200.0,Artículos deportivos,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2379,06/29/2021 12:00:00 AM,49.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,06:11:00.000-05:00,09:11:00.000-05:00,1,0.0,,09:13:00.000-05:00,200.0,Artículos deportivos,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2380,06/29/2021 12:00:00 AM,42.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:30:00.000-05:00,06:30:00.000-05:00,2,0.0,False,09:59:00.000-05:00,120.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2381,06/29/2021 12:00:00 AM,58.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:47:00.000-05:00,06:00:00.000-05:00,2,0.0,,08:49:00.000-05:00,150.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2382,06/29/2021 12:00:00 AM,27.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:35:00.000-05:00,18:35:00.000-05:00,1,0.0,,10:40:00.000-05:00,500000.0,Prendas de vestir y sus accesorios,Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
2391,06/29/2021 12:00:00 AM,28.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,13:00:00.000-05:00,80000.0,Solo ofrezco servicios.,NS/NR,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2383,06/29/2021 12:00:00 AM,54.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:00:00.000-05:00,17:15:00.000-05:00,0,0.0,False,08:15:00.000-05:00,300000.0,Solo ofrezco servicios.,Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2385,06/29/2021 12:00:00 AM,26.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,05:00:00.000-05:00,20:00:00.000-05:00,0,0.0,False,06:00:00.000-05:00,30000.0,Productos de tabaco,Subsidiado,A pie,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2386,06/29/2021 12:00:00 AM,37.0,Masculino,Indígena,1,Sin discapacidad,SI,07:00:00.000-05:00,18:50:00.000-05:00,0,0.0,False,06:50:00.000-05:00,100000.0,Productos textiles,Subsidiado,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2387,06/29/2021 12:00:00 AM,44.0,Femenino,Ninguno de los anteriores,1,Sin discapacidad,SI,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,07:01:00.000-05:00,60000.0,Prendas de vestir y sus accesorios,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2388,06/29/2021 12:00:00 AM,60.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,06:50:00.000-05:00,0,0.0,False,12:51:00.000-05:00,50000.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2389,06/29/2021 12:00:00 AM,35.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:00:00.000-05:00,21:40:00.000-05:00,0,0.0,False,06:30:00.000-05:00,200000.0,Productos agrícolas,No afiliado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2390,06/29/2021 12:00:00 AM,30.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,05:00:00.000-05:00,07:35:00.000-05:00,0,0.0,False,05:00:00.000-05:00,100000.0,Productos agrícolas,No afiliado,Taxi Colectivo,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2392,06/29/2021 12:00:00 AM,38.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,09:00:00.000-05:00,20:30:00.000-05:00,0,0.0,False,08:00:00.000-05:00,150000.0,Solo ofrezco servicios.,No afiliado,A pie,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2393,06/29/2021 12:00:00 AM,38.0,Femenino,Ninguno de los anteriores,1,Sin discapacidad,SI,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,10:00:00.000-05:00,70000.0,Prendas de vestir y sus accesorios,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2394,06/29/2021 12:00:00 AM,32.0,Masculino,Ninguno de los anteriores,1,Sin discapacidad,SI,09:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,14:00:00.000-05:00,400000.0,Prendas de vestir y sus accesorios,Subsidiado,Moto propia,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2395,06/29/2021 12:00:00 AM,27.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,06:00:00.000-05:00,30000.0,Ninguno de los anteriores,No afiliado,Bus/Buseta urbana,Básica completa,Afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2396,06/29/2021 12:00:00 AM,44.0,Femenino,Afrodescendiente o negro,0,Sin discapacidad,SI,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,07:00:00.000-05:00,300000.0,Prendas de vestir y sus accesorios,Subsidiado,Bus/Buseta urbana,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2397,06/29/2021 12:00:00 AM,46.0,Masculino,Ninguno de los anteriores,0,Visual,SI,06:00:00.000-05:00,19:00:00.000-05:00,0,0.0,,08:00:00.000-05:00,300000.0,Prendas de vestir y sus accesorios,NS/NR,Mototaxi,Primaria completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2398,06/29/2021 12:00:00 AM,43.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:30:00.000-05:00,20:00:00.000-05:00,0,0.0,False,06:00:00.000-05:00,0.0,"Productos farmacéuticos y medicinales, cosméticos y artículos de tocador",NS/NR,A pie,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
2399,06/28/2021 12:00:00 AM,55.0,Femenino,Ninguno de los anteriores,1,Sin discapacidad,SI,06:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,15:00:00.000-05:00,120.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2401,06/28/2021 12:00:00 AM,62.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NS/NR,05:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,07:00:00.000-05:00,150000.0,Productos agrícolas,Subsidiado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2402,06/28/2021 12:00:00 AM,42.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,NO,06:00:00.000-05:00,17:30:00.000-05:00,0,0.0,False,07:00:00.000-05:00,300000.0,Productos agrícolas,Subsidiado,Moto propia,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
2404,06/28/2021 12:00:00 AM,69.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,05:30:00.000-05:00,17:30:00.000-05:00,0,0.0,False,16:00:00.000-05:00,40000.0,"Libros, periódicos, materiales y artículos de papelería y escritorio",Subsidiado,Moto propia,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
